longitude,latitude,fakulte,ndbi_nearest,ndbi_bilinear
27.203471741764947,38.366546697966356,Fen Edebiyat,0.01262311,-0.004941409
27.20358621183735,38.36654649925856,Fen Edebiyat,-0.017593466,0.0013873902
27.203700681908625,38.36654630043901,Fen Edebiyat,0.06832935,0.057379883
27.201754940734375,38.366639787971934,Fen Edebiyat,-0.16322702,-0.18039028
27.201869410965568,38.36663959093986,Fen Edebiyat,-0.037929174,-0.032177333
27.201983881195645,38.366639393796035,Fen Edebiyat,0.11226766,0.08854962
27.202098351424603,38.366639196540454,Fen Edebiyat,0.17402394,0.18410853
27.202212821652438,38.36663899917311,Fen Edebiyat,0.0860081,0.061590146
27.202327291879158,38.36663880169401,Fen Edebiyat,-0.061532248,-0.06569343
27.202441762104755,38.36663860410315,Fen Edebiyat,0.1987855,0.21477333
27.20255623232923,38.36663840640054,Fen Edebiyat,0.33545563,0.332534
27.20267070255258,38.36663820858617,Fen Edebiyat,0.11494468,0.12689604
27.202785172774814,38.36663801066003,Fen Edebiyat,0.057818893,0.06661967
27.20289964299592,38.36663781262215,Fen Edebiyat,0.2512783,0.23004694
27.203014113215904,38.3666376144725,Fen Edebiyat,-0.061112635,-0.033360023
27.203128583434765,38.3666374162111,Fen Edebiyat,-0.13458157,-0.14812101
27.203243053652496,38.36663721783793,Fen Edebiyat,-0.022891847,-0.01778036
27.203357523869105,38.36663701935302,Fen Edebiyat,-0.067688376,-0.010394005
27.203471994084587,38.36663682075635,Fen Edebiyat,-0.009094611,0.022742212
27.20358646429894,38.366636622047906,Fen Edebiyat,0.009035173,0.08136404
27.203700934512167,38.36663642322772,Fen Edebiyat,0.05357143,0.09005507
27.2017551909259,38.36672991077006,Fen Edebiyat,-0.1431011,-0.1523498
27.201869661299046,38.36672971373736,Fen Edebiyat,-0.08697234,-0.06735751
27.201984131671068,38.3667295165929,Fen Edebiyat,0.025824694,0.02729155
27.20209860204198,38.36672931933668,Fen Edebiyat,0.26147428,0.29653347
27.202213072411762,38.3667291219687,Fen Edebiyat,0.35414556,0.3392783
27.20232754278043,38.36672892448897,Fen Edebiyat,0.14934619,0.16683519
27.202442013147976,38.36672872689748,Fen Edebiyat,0.20419997,0.17738539
27.202556483514403,38.366728529194226,Fen Edebiyat,0.2717643,0.22535211
27.202670953879704,38.36672833137922,Fen Edebiyat,0.084964685,0.13916841
27.202785424243885,38.36672813345245,Fen Edebiyat,-0.061452515,-0.022536159
27.202899894606944,38.36672793541393,Fen Edebiyat,0.14438502,0.12645298
27.203014364968876,38.366727737263645,Fen Edebiyat,0.07659851,0.12204906
27.203128835329682,38.36672753900161,Fen Edebiyat,0.022792654,-0.022695692
27.203243305689366,38.36672734062781,Fen Edebiyat,0.08586867,0.08133633
27.203357776047923,38.36672714214225,Fen Edebiyat,0.16531165,0.12115087
27.203472246405354,38.36672694354494,Fen Edebiyat,0.18172449,0.12896149
27.20358671676166,38.366726744835866,Fen Edebiyat,0.15687276,0.13488007
27.20370118711683,38.36672654601504,Fen Edebiyat,0.21085706,0.14302309
27.201869911633636,38.366819836533466,Fen Edebiyat,-0.10743508,-0.11397388
27.201984382147614,38.366819639388375,Fen Edebiyat,-0.009284544,-0.027047055
27.202098852660473,38.366819442131515,Fen Edebiyat,0.16956802,0.19027661
27.20221332317221,38.36681924476291,Fen Edebiyat,0.49140432,0.46500704
27.202327793682826,38.36681904728254,Fen Edebiyat,0.395446,0.406359
27.20244226419232,38.36681884969042,Fen Edebiyat,0.2028804,0.19353817
27.202556734700696,38.36681865198653,Fen Edebiyat,0.09614836,0.07205624
27.20267120520795,38.36681845417089,Fen Edebiyat,0.073268116,0.14464714
27.20278567571408,38.366818256243484,Fen Edebiyat,-0.063251436,-0.013452915
27.202900146219086,38.36681805820432,Fen Edebiyat,0.05754822,0.04768041
27.203014616722967,38.3668178600534,Fen Edebiyat,0.2655475,0.31274545
27.20312908722573,38.36681766179073,Fen Edebiyat,0.29196367,0.25236127
27.20324355772736,38.3668174634163,Fen Edebiyat,0.2842456,0.29405317
27.203358028227868,38.3668172649301,Fen Edebiyat,0.2951807,0.2910881
27.20347249872725,38.366817066332146,Fen Edebiyat,0.16085489,0.16255051
27.2035869692255,38.36681686762244,Fen Edebiyat,0.0043251636,0.04509679
27.20370143972263,38.36681666880097,Fen Edebiyat,0.09849588,0.08932729
27.20187016196935,38.36690995932819,Fen Edebiyat,-0.23835717,-0.1888752
27.201984632625276,38.36690976218246,Fen Edebiyat,-0.082246564,-0.10100831
27.202099103280084,38.366909564924974,Fen Edebiyat,0.04267088,0.06646118
27.202213573933772,38.36690936755573,Fen Edebiyat,0.28224775,0.2780989
27.202328044586338,38.36690917007473,Fen Edebiyat,0.056100983,0.10934657
27.202442515237788,38.366908972481966,Fen Edebiyat,-0.011001873,-0.05482965
27.202556985888116,38.36690877477744,Fen Edebiyat,-0.023911286,-0.06718035
27.202671456537317,38.366908576961166,Fen Edebiyat,0.0765154,0.093628086
27.2027859271854,38.366908379033134,Fen Edebiyat,0.016101297,0.011310085
27.202900397832355,38.366908180993335,Fen Edebiyat,0.041978147,0.015657311
27.20301486847819,38.36690798284178,Fen Edebiyat,0.16284293,0.17865576
