degisken,n,ortalama,medyan,ss,min,q1,q3,max
glcm_contrast,44770,132.49083315162858,104.72371031746033,108.7915191406692,0.7648809523809523,37.09176587301587,208.279761904762,524.2450396825395
glcm_homogeneity,44770,0.18988094365613492,0.17096345817431086,0.0913563381447544,0.02861981461970121,0.12198883017644378,0.23519386460278746,0.6973214285714285
ndbi,44770,-0.12714992556621202,-0.15605972,0.13437083197207875,-0.44585988,-0.23001657749999999,-0.03178709975,0.5392755
ndvi,44770,0.5418257071981334,0.6466100850000001,0.24541156595613275,-0.17031854,0.326540715,0.7425302549999999,0.90909094
